image_name,slant_distance,yaw,pitch,roll
flsim_CYYC_5004_227,1.520734,-174.840519,82.450304,-5.183054
flsim_CYYC_5002_228,1.511108,-174.225549,82.242926,-0.303112
flsim_CYYC_5006_229,1.481302,-177.948841,83.666023,3.003548
flsim_CYYC_5015_230,1.440229,-187.077312,86.464817,1.5726
flsim_CYYC_5017_231,1.40691,-175.139392,85.319118,2.055739
flsim_CYYC_5024_232,1.356075,-179.757017,88.640781,-1.833535
flsim_CYYC_5003_233,1.11459,-195.909356,85.603472,7.676115
flsim_CYYC_5023_234,1.115175,-180.966713,85.658926,-2.733987
flsim_CYYC_5012_235,0.848655,-178.474507,84.094206,2.349171
flsim_CYYC_5007_236,0.682628,-191.09118,85.597053,3.960146
flsim_CYYC_5018_237,0.517379,-175.668057,86.940009,-3.014293
flsim_CYYC_5000_238,0.462599,-177.123987,86.151269,-10.024328
flsim_CYYC_5010_239,0.367145,-185.762141,84.062103,7.419776
flsim_CYYC_5016_240,0.364712,-183.867068,85.067132,-1.377206
flsim_CYYC_5009_241,0.226287,-177.47216,85.67915,-2.565776
flsim_CYYC_5008_242,0.178449,-183.541756,85.483952,-2.076348
flsim_CYYC_7208_243,3.120637,-2.515682,88.349319,-1.967546
flsim_CYYC_7214_244,2.960964,3.123102,87.17109,-4.627783
flsim_CYYC_7197_245,2.926681,-6.471615,88.661034,3.730086
flsim_CYYC_7217_246,2.818193,1.95243,85.334758,-2.354479
flsim_CYYC_7216_247,2.776055,5.271219,87.156402,-2.480024
flsim_CYYC_7215_248,2.723265,4.1918,87.280407,-3.725577
flsim_CYYC_7212_249,2.569919,1.951451,88.981059,-6.083015
flsim_CYYC_7209_250,2.532232,6.690681,85.22683,-1.825437
flsim_CYYC_7218_251,2.455418,-0.934078,86.135437,5.780309
flsim_CYYC_7195_252,2.437682,-3.525844,82.331936,9.958664
flsim_CYYC_7207_253,2.347484,1.613921,89.273015,-7.162197
flsim_CYYC_7200_254,2.346694,-5.717235,86.115701,3.843962
flsim_CYYC_7220_255,1.994272,6.010905,85.917502,4.206963
flsim_CYYC_7213_256,1.856782,9.031041,90.291315,-5.131673
flsim_CYYC_7219_257,1.78005,4.199764,86.304204,0.877166
flsim_CYYC_7222_258,1.616446,5.456493,85.349669,10.344938
flsim_CYYC_7202_259,1.547378,-4.252538,84.005676,4.226777
flsim_CYYC_7194_260,1.536277,-5.347103,81.880606,11.302441
flsim_CYYC_7206_261,1.529166,-2.63131,85.678199,0.38791
flsim_CYYC_7198_262,1.35988,1.198512,82.466095,4.867549
flsim_CYYC_7196_263,1.212341,-6.396856,87.120445,2.967976
flsim_CYYC_7221_264,1.142821,-0.272879,86.554057,4.20915
flsim_CYYC_7205_265,1.041459,0.873542,84.603301,-2.402905
flsim_CYYC_7211_266,0.923478,7.020787,87.322857,6.69732
flsim_CYYC_7203_267,0.650679,-2.865276,83.977503,-0.06795
flsim_CYYC_7199_268,0.499914,5.801431,83.026949,-0.678097
flsim_CYYC_7210_269,0.44441,6.265628,85.227252,0.755387
flsim_CYYC_7204_270,0.397073,4.393806,85.255252,-8.591208
flsim_CYYC_7193_271,0.314495,3.731748,83.933682,-10.11179
flsim_CYYC_7201_272,0.182622,0.538937,86.382494,6.908999
flsim_CYYC_901_273,3.172066,-180.40238,88.886026,-1.950443
flsim_CYYC_881_274,2.990989,-177.567664,83.308461,2.591699
flsim_CYYC_904_275,2.915782,-180.07172,86.512442,4.156941
flsim_CYYC_893_276,2.862953,-180.29252,85.365977,6.579104
flsim_CYYC_890_277,2.861654,-173.215318,90.521819,-3.447188
flsim_CYYC_894_278,2.811532,-176.480308,85.49395,4.875989
flsim_CYYC_898_279,2.77453,-174.389022,89.423767,-3.002679
flsim_CYYC_885_280,2.754937,-184.335053,84.399535,8.594971
flsim_CYYC_889_281,2.571624,-182.66243,85.05314,-1.088994
flsim_CYYC_884_282,2.533724,-185.07146,83.677882,-1.753853
flsim_CYYC_907_283,2.194549,-176.588076,88.27284,2.240324
flsim_CYYC_907_284,2.114778,-175.07517,87.356186,2.155343
flsim_CYYC_887_285,2.030169,-172.536046,84.462805,0.246319
flsim_CYYC_879_286,1.935057,-188.061727,83.805075,-4.563138
flsim_CYYC_905_287,1.835654,-179.31569,87.884064,-1.055359
flsim_CYYC_883_288,1.736667,-178.108643,83.540595,10.829993
flsim_CYYC_891_289,1.582576,-183.244707,85.467975,0.043628
flsim_CYYC_899_290,1.515961,-183.42597,88.586568,-2.510104
flsim_CYYC_886_291,1.500577,-173.729682,84.512005,-1.222448
flsim_CYYC_902_292,1.448461,-180.573019,86.579117,-1.916952
flsim_CYYC_906_293,1.305258,-176.164055,86.542665,0.003049
flsim_CYYC_882_294,1.048081,-185.531477,87.258131,-1.775157
flsim_CYYC_888_295,0.942416,-185.379694,87.575137,1.731418
flsim_CYYC_903_296,0.641701,-179.755757,90.4169,3.251631
flsim_CYYC_895_297,0.519498,-184.770665,86.334948,-2.433774
flsim_CYYC_880_298,0.357688,-179.019271,82.664743,2.277734
flsim_CYYC_900_299,0.283095,-181.923617,86.659161,3.464343
flsim_CYYC_896_300,0.263657,-180.055535,86.425912,5.963449
flsim_CYYC_892_301,0.207136,-181.787551,85.212234,1.852535
flsim_CYYC_897_302,0.183312,-176.808546,87.073067,9.122071
flsim_DTTA_3200_303,3.181683,-172.805673,87.345449,-2.207858
flsim_DTTA_3213_304,3.152349,-160.590546,85.713647,8.46
flsim_DTTA_3209_305,2.974128,-171.533105,88.818307,4.252199
flsim_DTTA_3210_306,2.953667,-163.971486,89.791407,0.34211
flsim_DTTA_3208_307,2.84923,-167.758202,87.914983,-1.145878
flsim_DTTA_3185_308,2.802883,-163.835771,82.077371,-2.894369
flsim_DTTA_3197_309,2.558337,-163.293716,84.677128,-1.197015
flsim_DTTA_3198_310,2.517606,-168.734818,84.325599,1.277721
flsim_DTTA_3191_311,2.460304,-176.414195,85.855421,8.365553
flsim_DTTA_3204_312,2.447952,-167.810329,85.883012,-3.414476
flsim_DTTA_3188_313,2.238182,-175.994619,82.567803,-10.911178
flsim_DTTA_3207_314,2.031373,-169.929617,87.057196,-0.954532
flsim_DTTA_3190_315,2.012349,-160.743296,83.292033,-1.173489
flsim_DTTA_3189_316,1.982705,-157.566658,82.816726,2.002899
flsim_DTTA_3195_317,1.891401,-165.261042,83.980809,-9.081137
flsim_DTTA_3196_318,1.771344,-172.121144,84.54373,-5.615014
flsim_DTTA_3184_319,1.741976,-170.855924,80.75347,-12.22556
flsim_DTTA_3212_320,1.701953,-162.077871,85.7423,3.55482
flsim_DTTA_3199_321,1.382541,-172.541699,85.371845,-1.363099
flsim_DTTA_3203_322,1.35386,-163.221917,85.558345,-3.94722
flsim_DTTA_3206_323,1.149974,-162.130037,86.220404,-2.456588
flsim_DTTA_3211_324,1.133587,-161.540013,86.46591,1.959059
flsim_DTTA_3187_325,0.637788,-183.885421,85.059721,6.93036
flsim_DTTA_3201_326,0.543963,-171.954571,84.883132,6.606373
flsim_DTTA_3205_327,0.405632,-163.407884,87.286647,2.569104
flsim_DTTA_3202_328,0.296422,-160.482137,87.310137,-0.73629
flsim_DTTA_3186_329,0.29445,-164.061065,82.476411,-8.378523
flsim_DTTA_3193_330,0.178296,-165.285154,85.408409,8.997037
flsim_DTTA_3194_331,0.161276,-167.347555,86.380304,0.812643
flsim_DTTA_3192_332,0.160853,-170.06485,84.650365,-1.260152
flsim_DTTA_2509_333,3.165654,14.910579,88.49531,-4.555638
flsim_DTTA_2492_334,3.150425,5.009321,83.149542,-6.400188
flsim_DTTA_2497_335,3.004384,6.390212,84.266773,-4.002917
flsim_DTTA_2490_336,2.984052,-0.266973,84.701442,0.081689
flsim_DTTA_2513_337,2.794929,17.229794,85.533576,-1.017223
flsim_DTTA_2515_338,2.703184,15.905421,88.646926,1.18407
flsim_DTTA_2512_339,2.598831,6.474452,85.144548,2.455348
flsim_DTTA_2510_340,2.507258,8.243628,86.962528,-1.430113
flsim_DTTA_2499_341,2.495793,26.488164,86.650618,-9.83591
flsim_DTTA_2514_342,2.442217,7.263933,86.143928,0.952911
flsim_DTTA_2501_343,2.187188,16.346679,85.865904,-8.219262
flsim_DTTA_2488_344,2.149197,15.950317,81.459262,6.481709
flsim_DTTA_2516_345,1.98769,15.792689,87.589114,2.033651
flsim_DTTA_2487_346,1.904708,24.214449,86.313814,-11.766736
flsim_DTTA_2494_347,1.836718,4.614975,84.696423,-1.495884
flsim_DTTA_2504_348,1.77096,8.346792,84.719302,-0.58477
flsim_DTTA_2506_349,1.57993,9.968121,86.795211,-6.548151
flsim_DTTA_2508_350,1.565853,8.101119,85.403407,-4.719099
flsim_DTTA_2503_351,1.496815,8.901369,84.631339,-4.949555
flsim_DTTA_2500_352,1.404329,5.337519,84.452889,-2.377948
flsim_DTTA_2511_353,1.295705,16.481447,87.448683,3.944455
flsim_DTTA_2507_354,1.174627,14.95671,88.362222,-4.513133
flsim_DTTA_2489_355,1.069082,1.471008,82.211739,1.877689
flsim_DTTA_2493_356,0.960212,14.349476,83.873068,-7.798755
flsim_DTTA_2502_357,0.956457,5.976221,86.556306,-1.411404
flsim_DTTA_2498_358,0.955827,21.128348,84.448659,-9.845538
flsim_DTTA_2505_359,0.62557,10.771817,85.129239,2.901185
flsim_DTTA_2491_360,0.526789,8.384633,82.986923,1.286757
flsim_DTTA_2495_361,0.255626,15.709522,85.257868,1.591174
flsim_DTTA_2496_362,0.222939,22.54091,88.25975,1.858915
flsim_DTTA_6425_363,3.196479,-61.912989,87.536763,9.557443
flsim_DTTA_6407_364,3.078621,-68.23344,88.934894,-7.772117
flsim_DTTA_6399_365,2.98025,-73.06191,83.506511,3.555921
flsim_DTTA_6411_366,2.889603,-70.488913,88.851293,-2.368267
flsim_DTTA_6412_367,2.877624,-54.882394,85.390268,-2.625909
flsim_DTTA_6415_368,2.832257,-65.312402,87.905987,-5.623582
flsim_DTTA_6400_369,2.798126,-69.599153,83.284394,3.471388
flsim_DTTA_6405_370,2.681805,-72.590316,85.762247,-6.493232
flsim_DTTA_6402_371,2.523443,-64.602209,83.42827,-0.774218
flsim_DTTA_6417_372,2.438039,-63.993903,86.696302,-3.54067
flsim_DTTA_6414_373,2.387328,-69.181503,85.533374,-1.9221
flsim_DTTA_6420_374,2.237734,-64.970724,89.272036,-1.851517
flsim_DTTA_6424_375,2.20458,-63.951863,87.161385,2.832546
flsim_DTTA_6409_376,1.778917,-71.126683,88.202406,-4.520734
flsim_DTTA_6422_377,1.7365,-68.941579,86.747652,0.742713
flsim_DTTA_6410_378,1.536582,-64.515012,85.764176,-7.590201
flsim_DTTA_6398_379,1.481433,-65.718759,83.225451,1.813768
flsim_DTTA_6404_380,1.445394,-63.601928,83.405625,-0.303695
flsim_DTTA_6396_381,1.427255,-69.775987,88.12422,-13.526415
flsim_DTTA_6401_382,1.402247,-68.956134,83.349744,4.442372
flsim_DTTA_6406_383,1.167121,-64.423668,84.443311,-0.610882
flsim_DTTA_6418_384,1.094874,-64.272505,88.335524,-2.331866
flsim_DTTA_6419_385,1.044528,-69.712085,86.248315,-1.866928
flsim_DTTA_6403_386,0.935325,-58.424081,84.011247,-2.225932
flsim_DTTA_6397_387,0.794642,-65.580212,82.148525,8.509218
flsim_DTTA_6413_388,0.693779,-63.904435,85.532515,-1.009448
flsim_DTTA_6416_389,0.614345,-61.068847,85.812526,-4.164112
flsim_DTTA_6423_390,0.324152,-63.567319,88.384322,1.456311
flsim_DTTA_6408_391,0.274916,-71.087598,84.711191,-3.168355
flsim_DTTA_6421_392,0.153123,-69.373898,87.130311,2.246437
flsim_DTTA_658_393,3.128559,109.74523,86.474852,2.78192
flsim_DTTA_641_394,2.959317,110.705177,88.125819,-6.725948
flsim_DTTA_644_395,2.873602,116.316686,84.882196,7.598137
flsim_DTTA_659_396,2.766216,112.543355,87.645258,10.917369
flsim_DTTA_651_397,2.73296,119.596955,86.765423,-2.913721
flsim_DTTA_646_398,2.710982,116.341314,85.261958,5.513344
